brier_12h,ece_12h,mce_12h,cal_slope_12h,cal_intercept_12h,brier_24h,ece_24h,mce_24h,cal_slope_24h,cal_intercept_24h,brier_48h,ece_48h,mce_48h,cal_slope_48h,cal_intercept_48h,c_index,ibs
0.05829776487598948,0.04982324530839169,0.21213626977487887,1.156238508771572,-0.09411066112460857,0.038238327241543184,0.06714293046643695,0.7093396549883427,1.0296956348589499,-0.6561211128565442,0.028892867767424495,0.04715448030706791,0.8514132542951012,1.154430319440782,-0.7826741205233657,0.9411642928121895,0.041809653294985726
