violations_12_24,violation_rate_12_24,mean_adjustment_12_24,max_adjustment_12_24,violations_24_48,violation_rate_24_48,mean_adjustment_24_48,max_adjustment_24_48
0,0/221 (0.0%),0.0,0.0,55,55/221 (24.9%),0.002294633121854505,0.11529768355832282
