lambda,brier_12h,ece_12h,mce_12h,cal_slope_12h,cal_intercept_12h,brier_24h,ece_24h,mce_24h,cal_slope_24h,cal_intercept_24h,brier_48h,ece_48h,mce_48h,cal_slope_48h,cal_intercept_48h,c_index,c_index_proxy,c_index_uno,ibs,ibs_proxy,ibs_continuous
0.1,0.06000289349001588,0.05737846856955601,0.5538679579352208,0.8083885131195154,0.24432040979241143,0.03509984832182257,0.015639326559815966,0.6558051822735153,0.9895633739592962,-0.058348406419145585,0.02715751519216674,0.031155758438375362,0.7619014141564359,1.069224258649932,-0.27484966463469124,0.9394667108314011,0.9394667108314011,0.9406967486497178,0.04075341900133506,0.04075341900133506,
0.5,0.06018181629115817,0.057367687878393234,0.5557920254156209,0.8057002807391085,0.24500865075911632,0.03477776589571818,0.014206068719513933,0.65185554779957,0.9968260738465071,-0.061007530178710384,0.026957721928137376,0.03109088087023159,0.7746683853416143,1.0746641325800723,-0.2720982084381138,0.9398807552169592,0.9398807552169592,0.9411045305085939,0.040639101371671246,0.040639101371671246,
1.0,0.060205070853781045,0.05736422419551136,0.5560525762937714,0.8053080842828173,0.2450558071997011,0.034737210724874644,0.014163049146717089,0.6513530230204821,0.9976641008250926,-0.06135650501242124,0.02693285775458822,0.031082258817738635,0.7768533837802436,1.075341033196707,-0.2717415564053844,0.9398807552169592,0.9398807552169592,0.9411045305085939,0.040625046444414635,0.040625046444414635,
2.0,0.06021677633897336,0.057362294465463655,0.5561846695202045,0.8051100805870123,0.24507764378371166,0.03471691476379583,0.014141414574365357,0.6511013440864135,0.9980891663448532,-0.0615204865298719,0.026920447564906403,0.031077886840349244,0.777957581831104,1.0756779946770847,-0.2715586908436894,0.9398807552169592,0.9398807552169592,0.9411045305085939,0.04061804622255853,0.04061804622255853,
5.0,0.060223823442304696,0.055502075600028,0.5562644169579596,0.8049907149822898,0.2450902728858358,0.0347047395189923,0.014128406122636475,0.6509500967288797,0.9983452188605483,-0.061615636301977875,0.026913015205733002,0.031075237059271642,0.7786229550534086,1.0758792319409811,-0.27144741534969863,0.9398807552169592,0.9398807552169592,0.9411045305085939,0.04061385938901,0.04061385938901,
