horizon,n_eligible,brier,ECE,MCE,cal_slope,cal_intercept
12h,215,0.060205070853781045,0.05736422419551136,0.5560525762937714,0.8053080842828173,0.2450558071997011
24h,196,0.034737210724874644,0.014163049146717089,0.6513530230204821,0.9976641008250926,-0.06135650501242124
48h,166,0.02693285775458822,0.031082258817738635,0.7768533837802436,1.075341033196707,-0.2717415564053844
